time_bounds,pr,tas,sfcWind,psl,rldscs
2015-01,0.000127,299.58,4.27077,101091.67,398.35
2015-02,2.2e-05,298.79,4.19198,101275.45,388.6
2015-03,7.5e-05,298.9,4.83709,101618.95,384.9
2015-04,6e-06,297.99,4.19262,101611.01,371.99
2015-05,3e-06,295.69,4.0075,101549.91,358.18
2015-06,7e-06,294.85,3.70593,102021.35,346.64
2015-07,4e-06,292.14,4.41428,101946.4,332.11
2015-08,5e-06,292.59,5.06624,101816.83,350.62
2015-09,0.000132,294.19,4.88948,101726.74,353.92
2015-10,3.1e-05,295.82,5.26961,101394.38,352.32
2015-11,6.6e-05,295.47,5.18064,101310.44,365.0
2015-12,0.000112,297.67,4.55511,101301.24,397.81
2016-01,8.5e-05,298.4,4.20719,101301.79,398.12
2016-02,2.2e-05,299.41,4.08704,101428.24,391.77
2016-03,3.3e-05,298.0,4.44046,101555.38,391.27
2016-04,3e-06,297.23,3.9535,101820.41,372.52
2016-05,2.4e-05,296.92,4.30329,101975.57,363.4
2016-06,7e-06,295.57,4.15955,101863.88,348.35
2016-07,1.1e-05,295.87,4.47642,102044.52,341.63
2016-08,3e-06,295.29,4.87139,101736.37,328.93
2016-09,9e-06,294.19,5.71455,101682.06,343.69
2016-10,2.3e-05,296.64,5.31895,101635.72,358.01
2016-11,7.8e-05,296.09,4.91496,101391.16,379.1
2016-12,4.6e-05,298.08,4.68962,101428.2,389.77
2017-01,7e-06,300.67,5.06649,101219.6,393.83
2017-02,7.8e-05,300.59,3.62826,101156.41,392.76
2017-03,5.1e-05,298.97,4.64768,101274.8,395.73
2017-04,1.7e-05,298.96,4.68352,101769.4,368.12
2017-05,2.2e-05,297.71,4.31562,101748.27,364.11
2017-06,7e-06,295.04,4.45124,102058.76,343.47
2017-07,2e-05,294.86,4.80456,101983.71,339.7
2017-08,3.8e-05,294.5,5.43567,102000.57,341.07
2017-09,3.5e-05,294.34,5.35772,102030.49,339.58
2017-10,6.6e-05,293.68,5.69962,101643.38,361.0
2017-11,1e-06,296.73,4.77486,101509.44,364.81
2017-12,4.9e-05,297.27,5.15408,101180.42,397.36
2018-01,0.0001,298.89,4.47377,101273.49,390.88
2018-02,2.1e-05,299.46,4.80358,101114.14,398.05
2018-03,0.00012,298.09,4.47898,101332.4,391.07
2018-04,1.9e-05,296.3,4.14332,101805.63,376.77
2018-05,1.1e-05,295.93,4.18239,102009.08,358.6
2018-06,1.2e-05,296.28,4.12019,101982.58,363.77
2018-07,3.7e-05,295.05,4.6612,101817.51,352.07
2018-08,3e-06,294.12,4.99325,101765.89,338.14
2018-09,1e-05,295.57,5.21076,101901.55,342.38
2018-10,0.000101,295.54,5.14706,101843.32,360.5
2018-11,5.2e-05,296.78,5.59418,101216.42,376.78
2018-12,1e-05,298.37,4.91816,101233.76,392.81
2019-01,1.2e-05,299.84,5.60266,101118.83,390.48
2019-02,3.1e-05,300.34,4.53439,101122.13,405.48
2019-03,5.1e-05,298.43,3.95582,101209.67,403.84
2019-04,1.5e-05,297.95,4.82751,101787.05,383.83
2019-05,9e-06,296.28,4.74564,101890.52,366.3
2019-06,6e-06,293.98,4.98711,101908.88,351.51
2019-07,4e-06,293.51,4.54727,102065.26,344.9
2019-08,3e-06,293.77,5.67994,101617.92,334.12
2019-09,2.5e-05,295.03,5.45075,101602.47,346.88
2019-10,9e-06,296.34,5.14642,101470.95,375.21
2019-11,2.7e-05,298.62,5.08853,101456.69,380.42
2019-12,3.3e-05,298.24,4.82703,101419.93,372.4
2020-01,1.4e-05,300.73,4.66695,101347.0,387.24
2020-02,6.6e-05,300.07,3.78972,101308.83,398.07
2020-03,1.8e-05,297.62,5.08387,101613.07,383.2
2020-04,2.6e-05,296.86,4.33591,101550.29,381.22
2020-05,4e-06,296.58,4.42509,102068.84,357.83
2020-06,1e-06,294.61,4.81449,101979.98,351.5
2020-07,8e-06,293.71,4.58594,102298.65,333.51
2020-08,2e-05,293.31,5.29807,101858.04,346.89
2020-09,8.3e-05,297.83,5.33235,101693.75,348.62
2020-10,1.8e-05,297.53,5.83544,101387.38,351.54
2020-11,4.9e-05,298.03,5.29597,101471.5,387.03
2020-12,1.4e-05,298.8,5.03734,101203.02,375.23
2021-01,2.6e-05,297.79,5.17483,101167.42,395.1
2021-02,8.9e-05,300.08,4.87239,101142.84,406.17
2021-03,7e-06,299.37,4.10726,101402.68,391.75
2021-04,9.1e-05,298.82,4.17832,101731.76,384.34
2021-05,1e-06,297.45,4.3207,101939.02,365.77
2021-06,5e-06,296.63,4.35918,102058.03,359.23
2021-07,0.0,294.85,4.64232,101838.7,347.63
2021-08,2.1e-05,294.47,5.21574,101615.16,348.0
2021-09,1.4e-05,295.83,5.77426,101578.39,344.4
2021-10,1.7e-05,295.26,5.42303,101497.44,361.29
2021-11,8.9e-05,297.81,4.57705,101499.23,380.78
2021-12,5.5e-05,297.44,4.62774,101355.46,393.08
2022-01,9e-06,300.49,3.76388,101305.68,397.38
2022-02,0.0,300.35,4.39601,101219.72,396.09
2022-03,3.6e-05,298.75,4.41882,101536.46,384.82
2022-04,1.3e-05,298.42,4.57716,101659.54,379.67
2022-05,9e-06,298.25,4.19306,101736.75,368.24
2022-06,5e-06,296.08,4.76692,101912.03,349.25
2022-07,1e-06,295.44,5.11226,101910.56,350.73
2022-08,2e-05,294.17,4.94845,102059.41,344.34
2022-09,5e-06,296.19,4.72901,101501.14,343.33
2022-10,2e-05,297.9,5.00791,101484.79,369.28
2022-11,4.7e-05,298.56,5.76956,101256.31,376.36
2022-12,0.000137,299.97,4.82288,101178.56,374.13
2023-01,5.6e-05,298.3,5.19483,101051.02,398.82
2023-02,3.1e-05,299.71,5.08094,101108.81,398.26
2023-03,5e-05,299.7,4.09095,101408.23,395.48
2023-04,2e-05,298.31,4.7057,101490.41,375.54
2023-05,8e-06,297.04,4.21467,101770.3,356.46
2023-06,4e-06,296.92,4.02951,101645.38,339.43
2023-07,3e-06,294.7,4.36323,101869.71,338.98
2023-08,1.1e-05,294.21,5.00729,101850.84,332.46
2023-09,2.7e-05,295.55,5.4265,101733.31,338.93
2023-10,5.6e-05,295.91,5.60056,101698.68,353.58
2023-11,3.6e-05,298.64,5.2192,101720.29,371.1
2023-12,3.4e-05,297.75,5.61517,101405.55,373.33
2024-01,4.9e-05,299.2,5.07271,101414.77,392.25
2024-02,1.7e-05,298.61,5.20246,101277.38,402.33
2024-03,7.1e-05,298.1,4.76343,101474.45,393.7
2024-04,2.9e-05,297.11,4.61362,101734.09,381.03
2024-05,2e-06,296.92,4.68062,102038.83,369.92
2024-06,6e-06,295.27,4.69345,101875.58,352.65
2024-07,2e-06,293.82,4.90804,102042.58,331.27
2024-08,1e-06,294.29,5.1232,101636.83,341.38
2024-09,9e-06,293.78,5.9045,101661.86,363.5
2024-10,3.5e-05,295.01,5.81393,101558.6,364.62
2024-11,5.9e-05,296.94,5.10922,101720.18,378.65
2024-12,0.000124,300.14,4.80475,101175.49,392.23
2025-01,3.2e-05,300.64,4.80114,101155.32,400.2
2025-02,5e-05,300.62,4.62793,101088.96,402.64
2025-03,6e-06,300.23,4.41946,101267.52,392.78
2025-04,6e-06,298.1,4.95613,101590.3,382.47
2025-05,3e-06,298.04,4.62931,102144.68,368.33
2025-06,7e-06,295.18,4.71779,101996.45,353.69
2025-07,4.1e-05,293.41,5.12855,101946.03,347.48
2025-08,2e-06,294.56,4.72942,102076.31,349.53
2025-09,1.3e-05,296.55,6.0295,101503.65,349.58
2025-10,7.5e-05,295.92,5.39967,101428.29,373.52
2025-11,3.9e-05,296.29,5.52257,101672.99,376.81
2025-12,4.2e-05,299.16,4.91987,101018.14,380.89
2026-01,5.8e-05,299.12,4.72178,101119.66,394.89
2026-02,3.2e-05,298.47,4.98641,101232.41,393.4
2026-03,6.2e-05,298.25,4.97603,101319.84,401.5
2026-04,5.6e-05,298.31,4.64236,101804.71,389.02
2026-05,8e-06,296.49,5.06282,101843.13,361.01
2026-06,1e-06,296.87,3.98206,101724.27,347.99
2026-07,5e-06,294.48,4.7606,101583.51,352.6
2026-08,2.5e-05,294.57,5.36272,102112.98,349.94
2026-09,1.6e-05,295.47,5.40766,101532.3,364.93
2026-10,9e-06,299.01,5.33959,101247.42,372.17
2026-11,8.8e-05,296.76,5.65566,101388.87,380.02
2026-12,6.4e-05,297.98,5.00664,101456.05,396.89
2027-01,4e-05,300.09,4.43096,101260.72,403.35
2027-02,0.000107,300.18,5.46445,101387.71,400.32
2027-03,6.3e-05,297.98,4.38256,101555.73,397.24
2027-04,0.000113,298.36,4.18164,101868.55,390.02
2027-05,1.3e-05,296.99,4.40895,102108.23,365.6
2027-06,3e-06,296.84,5.09884,101838.65,339.34
2027-07,6e-06,294.21,4.52443,101824.6,346.1
2027-08,2e-06,295.82,5.86142,101982.74,346.77
2027-09,2e-06,295.32,6.34533,101455.41,364.71
2027-10,5e-06,296.85,6.05946,101495.02,390.88
2027-11,0.000129,295.52,5.70096,101309.0,392.27
2027-12,0.000161,297.87,5.29774,101067.96,400.15
2028-01,4.4e-05,299.56,4.89315,101244.77,398.32
2028-02,2.7e-05,299.41,4.91601,101339.61,397.46
2028-03,8.7e-05,298.61,5.1435,101484.07,398.98
2028-04,4.1e-05,297.6,4.29645,101632.76,383.11
2028-05,1.1e-05,297.31,4.25124,101991.55,359.27
2028-06,4e-06,295.67,4.8083,102015.91,357.39
2028-07,6e-06,295.22,5.39737,102016.7,352.5
2028-08,5e-06,294.99,5.01272,101638.64,348.47
2028-09,3e-06,293.06,5.46466,101620.79,358.33
2028-10,8e-06,296.44,6.48986,101337.63,364.64
2028-11,1.6e-05,297.44,5.18182,101429.62,378.73
2028-12,0.0,298.12,5.7214,101232.41,386.81
2029-01,6.6e-05,299.46,4.7723,101272.03,399.03
2029-02,0.000138,300.25,4.3707,101430.34,398.51
2029-03,2.1e-05,299.13,5.2576,101208.16,384.95
2029-04,2e-05,297.88,5.27526,101608.55,369.56
2029-05,6e-06,296.22,4.8679,101788.23,362.03
2029-06,2.5e-05,295.7,4.44438,102198.48,351.68
2029-07,2.7e-05,292.3,5.21598,101909.32,333.82
2029-08,1.6e-05,294.25,5.81214,102084.66,331.7
2029-09,1.4e-05,293.89,5.71035,101794.91,347.58
2029-10,5e-05,297.45,5.56563,101611.81,370.81
2029-11,0.000138,297.26,5.62195,101451.92,374.19
2029-12,0.0,299.55,4.79325,101428.09,394.16
2030-01,4.1e-05,301.37,5.45678,101272.32,397.22
2030-02,1.2e-05,299.56,5.2527,101258.44,400.46
2030-03,3.1e-05,299.5,5.62955,101307.39,392.64
2030-04,4e-06,299.56,5.45096,101746.56,382.65
2030-05,1e-06,297.74,5.0718,101624.18,361.45
2030-06,5e-06,295.17,5.72088,101678.35,353.84
2030-07,1e-06,294.83,5.51284,102081.74,346.93
2030-08,2.2e-05,294.49,6.40495,101808.51,350.23
2030-09,6.3e-05,294.76,6.05282,101686.66,359.55
2030-10,5e-06,296.65,5.48462,101487.01,376.04
2030-11,6.3e-05,299.31,5.98512,101086.34,376.57
2030-12,7.6e-05,299.13,4.93999,101308.16,386.24
2031-01,8.7e-05,300.5,5.23272,101178.9,393.81
2031-02,3.6e-05,300.62,4.96351,101436.77,408.13
2031-03,7.6e-05,299.49,4.97515,101592.01,399.48
2031-04,4.3e-05,298.45,4.89617,101730.66,380.23
2031-05,1.3e-05,297.73,4.91929,101822.8,362.45
2031-06,0.0,296.17,4.95679,101962.38,355.44
2031-07,2.6e-05,295.08,5.70611,101910.82,338.98
2031-08,6e-06,294.13,4.1626,101789.04,347.75
2031-09,9e-06,296.62,5.50472,101610.54,361.31
2031-10,4.4e-05,297.43,5.83356,101527.77,369.14
2031-11,6.8e-05,299.6,6.25897,101349.66,375.44
2031-12,5.7e-05,296.55,5.90022,101454.7,397.24
2032-01,1.9e-05,300.97,4.91211,101212.12,400.73
2032-02,7.3e-05,299.65,4.53116,101565.69,397.52
2032-03,3.5e-05,298.48,4.54726,101676.18,391.4
2032-04,1.4e-05,298.95,4.47954,101852.51,377.45
2032-05,1.3e-05,296.26,5.21214,101871.83,360.38
2032-06,6e-06,294.69,4.62862,102076.08,341.55
2032-07,2e-06,294.61,5.37345,102204.34,331.82
2032-08,1.9e-05,294.61,5.24666,101726.12,344.39
2032-09,1.4e-05,293.69,6.20594,101501.45,357.03
2032-10,1.3e-05,296.91,6.2795,101364.48,369.07
2032-11,2e-05,296.67,6.02651,101044.66,389.37
2032-12,2e-05,299.38,4.86968,101173.73,399.56
2033-01,1.3e-05,299.99,4.90305,101384.6,386.43
2033-02,8e-06,299.53,5.07179,101119.34,397.97
2033-03,5.2e-05,300.2,4.93191,101407.25,395.75
2033-04,1.4e-05,299.82,4.79472,101523.26,374.36
2033-05,0.0,296.0,5.45182,101765.7,370.92
2033-06,1e-05,294.93,5.19687,102213.62,346.7
2033-07,7e-06,294.48,4.98412,101680.2,344.02
2033-08,3.3e-05,294.5,4.60156,101812.66,346.91
2033-09,5.6e-05,293.81,6.66173,101690.23,358.38
2033-10,9.5e-05,295.44,5.39279,101613.42,381.31
2033-11,0.000101,297.74,5.61407,101463.11,388.33
2033-12,0.000102,297.46,6.07561,101251.01,391.77
2034-01,4.3e-05,300.06,4.37298,101336.01,398.97
2034-02,0.000153,301.03,5.09681,101066.16,405.96
2034-03,8e-05,300.15,4.60582,101367.05,407.88
2034-04,5e-06,298.43,4.88749,102028.93,388.04
2034-05,8e-06,296.17,4.78611,101876.15,373.57
2034-06,4e-06,295.38,5.10523,102226.02,352.45
2034-07,4e-06,295.93,5.47352,102052.32,351.36
2034-08,5.7e-05,295.32,5.57368,101761.02,347.73
2034-09,1.9e-05,295.78,6.4963,101384.16,357.41
2034-10,1e-06,293.21,6.30481,101519.09,377.57
2034-11,3.4e-05,299.39,5.53765,101504.9,381.71
2034-12,6.6e-05,298.47,5.28346,101225.97,395.11
2035-01,3.6e-05,299.59,5.17721,101293.24,395.43
2035-02,8.7e-05,300.21,5.11467,101405.15,395.18
2035-03,1.5e-05,300.03,4.83086,101312.34,384.93
2035-04,2e-06,297.87,5.18888,101568.84,381.6
2035-05,4e-06,297.59,4.07637,101839.41,379.92
2035-06,5e-06,295.15,4.73056,101756.68,363.21
2035-07,1e-06,296.03,5.69881,101605.77,348.78
2035-08,2e-06,295.23,6.01,101457.96,343.68
2035-09,2.2e-05,297.09,6.13966,101220.3,362.42
2035-10,1.4e-05,299.05,7.19128,101539.64,388.11
2035-11,6.8e-05,299.39,5.87856,101437.56,384.61
2035-12,9.8e-05,299.26,4.84768,101335.38,396.26
2036-01,1.1e-05,300.64,4.89537,101317.87,395.45
2036-02,3.1e-05,299.14,4.90447,101416.13,405.16
2036-03,3.6e-05,299.27,5.13745,101409.79,390.99
2036-04,1.9e-05,299.55,5.52995,101759.48,383.38
2036-05,2e-06,298.62,4.55816,102023.36,374.64
2036-06,9e-06,297.33,4.39396,102182.46,349.65
2036-07,0.0,294.82,6.03706,101691.23,347.43
2036-08,1.1e-05,295.68,5.61521,102138.34,345.63
2036-09,2.5e-05,295.69,5.99568,101691.55,360.92
2036-10,7e-06,295.53,6.15869,101532.64,370.03
2036-11,5.6e-05,299.41,5.1326,101495.16,377.14
2036-12,6.1e-05,297.96,5.23585,101425.31,393.09
2037-01,3.4e-05,300.24,4.98782,101253.6,398.31
2037-02,3.7e-05,299.8,5.46347,101208.3,395.94
2037-03,3.3e-05,299.45,5.9201,101422.96,398.25
2037-04,3.2e-05,298.29,5.1391,101644.99,380.38
2037-05,1.7e-05,298.19,4.68604,101828.47,361.87
2037-06,2.6e-05,296.48,4.30277,102016.11,349.53
2037-07,4.4e-05,295.99,5.21956,102004.85,342.63
2037-08,7e-06,296.46,5.89422,101933.84,339.02
2037-09,1.7e-05,297.41,6.55536,101815.32,369.21
2037-10,4e-05,297.33,6.3119,101485.91,370.37
2037-11,7.5e-05,296.99,5.76577,101280.14,366.79
2037-12,4e-05,296.52,5.71361,101283.18,387.22
2038-01,2e-05,298.77,4.94576,101423.93,402.6
2038-02,5.6e-05,300.2,4.59105,101396.83,397.38
2038-03,6e-05,299.47,5.08,101420.1,395.77
2038-04,5e-05,298.07,4.63313,101740.96,388.42
2038-05,4e-06,298.15,4.92305,101975.93,371.77
2038-06,5e-06,296.02,5.08332,101801.92,358.28
2038-07,6e-06,293.23,4.88162,102094.3,345.92
2038-08,1.8e-05,293.91,5.96595,101916.52,345.21
2038-09,2.9e-05,295.43,5.86551,101851.8,358.48
2038-10,3.9e-05,297.3,5.89453,101360.56,373.79
2038-11,7.8e-05,297.76,6.16868,101235.14,387.48
2038-12,4.6e-05,299.04,4.90293,101228.18,392.99
2039-01,1.1e-05,299.91,5.63757,101250.3,400.59
2039-02,3e-06,299.76,5.39312,101306.8,398.07
2039-03,2.8e-05,299.44,4.72462,101467.02,399.04
2039-04,1.9e-05,298.46,5.06032,101758.12,395.06
2039-05,4e-06,297.41,4.48501,101963.63,383.64
2039-06,2e-06,296.8,5.20859,102260.42,368.4
2039-07,4e-06,295.66,5.32664,102210.14,354.06
2039-08,1.7e-05,295.42,5.81291,101877.08,346.97
2039-09,4e-06,295.77,6.11763,101895.12,360.34
2039-10,8e-05,296.46,5.81595,101663.45,361.68
2039-11,1.2e-05,298.46,5.47121,101636.92,379.61
2039-12,7.3e-05,299.88,5.27253,101400.09,394.68
2040-01,4.6e-05,300.38,5.45027,101478.38,409.27
2040-02,2.2e-05,301.06,5.1385,101331.82,407.89
2040-03,6.1e-05,299.67,4.91093,101430.86,408.01
2040-04,5.6e-05,297.81,5.22714,101635.67,398.15
2040-05,2.8e-05,298.03,4.82275,101830.87,382.35
2040-06,6e-06,295.7,4.83849,101660.92,352.94
2040-07,5e-06,294.68,4.98456,101959.34,352.98
2040-08,3.1e-05,293.93,5.85884,101653.65,347.1
2040-09,2e-06,295.66,5.88614,101590.75,359.9
2040-10,6.8e-05,297.32,5.51731,101461.88,374.23
2040-11,3.4e-05,299.16,5.59734,101426.07,383.82
2040-12,0.000196,299.66,5.34303,101534.39,391.69
2041-01,7.5e-05,299.58,5.36786,101608.77,407.27
2041-02,4.9e-05,301.55,5.86355,101468.12,396.0
2041-03,3e-05,300.56,6.25266,101412.38,399.4
2041-04,3e-06,299.16,6.2372,101610.72,384.05
2041-05,2e-06,297.79,5.26149,101861.62,370.12
2041-06,9e-06,297.11,5.25673,101772.73,353.02
2041-07,1e-05,294.98,6.1959,102254.07,354.14
2041-08,2.5e-05,295.59,6.58385,101969.8,356.45
2041-09,7.6e-05,294.13,6.26089,101685.41,380.51
2041-10,3.1e-05,295.09,6.55361,101414.34,382.94
2041-11,1.1e-05,297.22,5.3702,101520.22,397.79
2041-12,8.5e-05,298.14,5.86223,101239.07,404.21
2042-01,2.6e-05,299.28,5.59476,100998.72,408.92
2042-02,0.000229,300.2,5.47126,101190.98,414.9
2042-03,1.4e-05,298.98,5.24006,101575.45,404.45
2042-04,5.8e-05,298.41,4.74943,101760.8,389.33
2042-05,3.3e-05,297.32,4.68388,102017.88,380.14
2042-06,3e-06,295.8,5.3433,102002.18,369.15
2042-07,1e-06,294.14,5.30565,101923.98,342.12
2042-08,6e-06,293.93,6.03554,102173.26,350.44
2042-09,3.6e-05,295.78,5.87537,101706.27,352.38
2042-10,1.1e-05,295.47,6.27744,101760.82,380.64
2042-11,1.6e-05,297.48,6.21712,101696.39,389.61
2042-12,7.7e-05,298.98,5.68773,101284.7,393.95
2043-01,7.8e-05,300.44,5.26279,101392.48,396.21
2043-02,2.5e-05,299.49,4.75283,101340.62,412.59
2043-03,1.6e-05,300.33,5.50809,101201.36,393.25
2043-04,1e-06,298.67,4.82154,101672.1,391.22
2043-05,0.0,298.23,4.38108,101793.23,367.89
2043-06,9e-06,296.95,5.12824,102026.38,358.47
2043-07,8e-06,296.05,5.2927,101690.55,344.37
2043-08,0.0,296.86,5.82652,101747.27,347.47
2043-09,1e-06,297.58,6.07828,101480.51,360.16
2043-10,1.2e-05,298.83,5.54085,101860.25,381.8
2043-11,5.6e-05,299.77,7.06056,101378.22,387.59
2043-12,5.6e-05,300.01,5.86487,101241.7,403.11
2044-01,4.5e-05,299.56,4.68765,101124.23,407.21
2044-02,3.4e-05,301.4,4.27108,101292.02,405.05
2044-03,4.4e-05,300.49,4.71342,101465.12,388.69
2044-04,3.1e-05,298.4,5.32353,101808.18,379.07
2044-05,1.2e-05,298.84,4.30021,101900.22,362.98
2044-06,3.3e-05,297.34,5.10041,101763.73,357.1
2044-07,3e-06,296.61,4.92362,102013.82,349.26
2044-08,3e-06,296.22,4.98181,101951.21,350.5
2044-09,1e-06,297.6,5.53608,101723.02,342.06
2044-10,1.8e-05,297.13,5.58674,101660.67,370.79
2044-11,1e-06,298.53,5.8724,101394.76,394.27
2044-12,4.1e-05,299.55,5.33942,101153.88,403.01
2045-01,5.6e-05,299.38,4.39566,101253.39,404.13
2045-02,7.6e-05,300.73,5.75206,101425.35,407.74
2045-03,0.000108,299.75,5.08985,101412.87,405.84
2045-04,8e-06,299.92,4.33293,101797.84,393.74
2045-05,7e-06,298.28,5.23854,102042.19,368.07
2045-06,2.2e-05,295.8,5.11233,102130.46,360.37
2045-07,4e-06,295.28,5.37016,101885.65,362.8
2045-08,0.0,294.71,5.46975,101826.8,352.85
2045-09,1.6e-05,296.39,6.26266,101941.82,368.37
2045-10,3.7e-05,295.75,6.30863,101598.8,383.63
2045-11,8.1e-05,298.52,5.48519,101428.09,381.66
2045-12,0.000134,298.22,5.27664,101142.05,385.75
2046-01,8.7e-05,298.67,5.25137,101170.85,410.31
2046-02,6.8e-05,300.98,5.5767,101031.28,405.11
2046-03,1.9e-05,299.14,5.7711,101315.42,405.1
2046-04,4.6e-05,299.49,4.98651,101546.8,384.51
2046-05,4e-06,297.02,5.37726,101927.21,372.38
2046-06,1e-06,295.72,5.10336,102005.52,363.42
2046-07,2e-06,296.61,4.78414,101870.26,351.99
2046-08,1e-06,296.29,5.62093,101696.34,352.49
2046-09,4.2e-05,294.68,6.51872,101643.37,362.99
2046-10,4.6e-05,296.9,5.60392,101488.91,359.13
2046-11,2.6e-05,297.19,5.91421,101476.72,396.15
2046-12,5.2e-05,301.49,5.08634,101118.3,399.02
2047-01,1.1e-05,300.87,5.14896,101232.85,401.34
2047-02,6e-06,300.22,4.48412,101357.26,402.48
2047-03,2.4e-05,300.45,5.00451,101260.66,401.48
2047-04,3.5e-05,298.4,4.7142,101745.95,382.84
2047-05,8e-06,297.58,4.35672,101888.72,374.58
2047-06,2e-06,296.13,4.67596,101988.79,359.22
2047-07,1.8e-05,295.54,5.39143,102006.16,347.29
2047-08,1e-06,296.48,6.08811,101890.43,348.53
2047-09,2.1e-05,295.64,6.01895,101660.51,369.26
2047-10,6e-05,296.06,6.5523,101432.31,363.3
2047-11,2.9e-05,296.8,6.14364,101373.86,389.36
2047-12,1.2e-05,298.82,5.62613,101111.06,406.97
2048-01,3.2e-05,300.63,5.21412,101225.22,407.61
2048-02,0.000139,300.36,5.3823,101418.01,410.7
2048-03,3.5e-05,299.35,5.45849,101452.4,394.03
2048-04,8e-06,299.1,4.93978,101688.37,390.87
2048-05,6e-06,298.09,5.16721,101887.51,376.74
2048-06,9e-06,296.7,4.85275,102135.41,358.65
2048-07,1.1e-05,294.59,5.62793,101944.6,353.51
2048-08,1.3e-05,295.63,6.05113,101887.67,349.56
2048-09,7e-06,295.05,6.29629,101516.91,356.31
2048-10,9.3e-05,294.97,6.45023,101836.59,375.14
2048-11,1.7e-05,298.43,5.06899,101636.05,383.34
2048-12,6.1e-05,302.02,5.1267,101509.1,408.62
2049-01,7.5e-05,300.38,4.92959,101430.46,411.01
2049-02,7e-06,301.38,5.18195,101397.01,407.64
2049-03,4e-05,300.21,5.09831,101319.36,405.06
2049-04,1.9e-05,299.15,4.9536,101641.58,396.79
2049-05,3e-06,298.34,4.93317,101840.91,373.19
2049-06,3e-06,295.3,4.91709,102022.73,356.13
2049-07,4e-06,295.11,5.60086,101983.2,343.41
2049-08,2e-06,295.68,5.10362,101709.17,349.72
2049-09,2.3e-05,294.94,6.58082,101779.11,349.05
2049-10,1.2e-05,297.07,6.25944,101426.7,373.72
2049-11,2.7e-05,296.63,5.61032,101458.88,391.8
2049-12,6e-05,298.49,5.86697,101597.46,396.21
2050-01,2e-06,299.36,5.34732,101350.38,400.33
2050-02,0.0,300.48,5.88219,101280.35,410.07
2050-03,4.2e-05,299.78,5.17941,101489.53,408.35
2050-04,3e-06,298.27,5.35034,101890.91,379.23
2050-05,4e-06,297.26,5.50092,102121.17,364.51
2050-06,3e-06,296.12,5.02039,102148.12,349.02
2050-07,0.0,295.88,4.778,102053.45,353.11
2050-08,5e-06,295.64,5.43899,101882.75,356.94
2050-09,4e-06,295.7,5.3773,101656.95,366.31
2050-10,4.4e-05,296.56,6.26555,101498.52,387.86
2050-11,1e-05,299.65,5.71065,101342.67,385.22
2050-12,1.5e-05,302.82,4.65124,101161.36,395.71
2051-01,6.9e-05,302.38,5.53925,101286.48,409.76
2051-02,6.6e-05,301.49,5.35465,101577.62,406.07
2051-03,5.2e-05,300.8,5.10701,101618.95,401.83
2051-04,2.4e-05,300.58,5.26911,101954.85,382.9
2051-05,1.6e-05,299.08,4.80409,101716.42,382.41
2051-06,1e-06,298.29,5.03355,101769.72,360.6
2051-07,8e-06,296.44,5.79147,101796.95,343.97
2051-08,7e-06,294.46,6.44576,101904.48,345.31
2051-09,1.6e-05,296.09,6.24802,101576.05,365.16
2051-10,1.5e-05,296.74,6.35944,101683.73,381.56
2051-11,9e-06,298.58,6.03823,101209.02,393.42
2051-12,3.9e-05,301.27,5.33191,101102.38,396.61
2052-01,6.9e-05,300.93,5.50635,101221.45,416.16
2052-02,9.7e-05,299.92,5.26506,101207.02,407.97
2052-03,4.9e-05,300.43,5.48186,101429.71,405.34
2052-04,1.6e-05,299.25,5.21796,101816.77,390.71
2052-05,1e-06,298.31,4.6787,101658.82,382.63
2052-06,0.0,296.94,4.46375,102055.61,362.14
2052-07,1e-06,297.37,5.3273,101965.87,353.83
2052-08,1.5e-05,296.32,6.06109,101688.57,354.78
2052-09,3e-06,296.14,6.01266,101664.94,370.75
2052-10,5.7e-05,299.15,6.78331,101386.65,364.84
2052-11,5.9e-05,300.07,6.29634,101495.87,398.11
2052-12,1.7e-05,301.33,4.92783,101222.16,397.52
2053-01,3e-06,299.89,5.04234,101345.98,411.89
2053-02,1.1e-05,299.41,4.63806,101243.63,415.4
2053-03,6.7e-05,298.91,5.55041,101479.95,410.52
2053-04,8e-06,301.02,4.69715,101851.3,387.35
2053-05,2e-06,298.92,4.41347,102008.53,368.43
2053-06,2e-06,297.69,5.32239,101797.78,355.7
2053-07,2.4e-05,297.03,4.78332,102072.89,349.43
2053-08,3e-06,296.11,6.1358,102053.59,360.02
2053-09,1e-05,297.18,6.60054,101787.55,371.3
2053-10,4.9e-05,299.0,6.36625,101696.99,388.32
2053-11,0.000145,299.71,5.92441,101350.95,393.39
